Timestamp,SensorValue,flag,HigherBound,LowerBound,

04/05/22 15:20:01,33.52,0,0,0
04/05/22 15:20:02,33.52,0,0,0
04/05/22 15:20:03,33.19,0,0,0
04/05/22 15:20:04,33.52,0,0,0
04/05/22 15:20:05,33.52,0,0,0
04/05/22 15:20:06,33.52,0,0,0
04/05/22 15:20:07,33.52,0,0,0
04/05/22 15:20:08,33.52,0,0,0
04/05/22 15:20:09,33.52,0,0,0
04/05/22 15:20:10,33.52,0,0,0
04/05/22 15:20:11,33.52,0,0,0
04/05/22 15:20:12,33.52,0,0,0
04/05/22 15:20:13,33.52,0,0,0
04/05/22 15:20:34,33.52,0,0,0
04/05/22 15:20:35,33.19,0,0,0
04/05/22 15:20:36,33.52,0,0,0
04/05/22 15:20:37,33.19,0,0,0
04/05/22 15:20:38,33.19,0,0,0
04/05/22 15:20:39,33.52,0,0,0
04/05/22 15:20:40,33.52,0,0,0
04/05/22 15:20:41,33.52,0,0,0
04/05/22 15:20:42,33.52,0,0,0
04/05/22 15:20:43,33.52,0,0,0
04/05/22 15:20:44,33.52,0,0,0
04/05/22 15:20:45,33.52,0,0,0
04/05/22 15:20:46,33.52,0,0,0
04/05/22 15:20:47,33.52,0,0,0
04/05/22 15:20:48,33.52,0,0,0
04/05/22 15:20:49,33.52,0,0,0
04/05/22 15:20:50,33.52,0,0,0
04/05/22 15:20:51,33.52,0,0,0
04/05/22 15:20:52,33.52,0,0,0
04/05/22 15:20:53,33.52,0,0,0
04/05/22 15:20:54,33.52,0,0,0
04/05/22 15:20:55,33.52,0,0,0
04/05/22 15:20:56,33.52,0,0,0
04/05/22 15:20:57,33.52,0,0,0
04/05/22 15:20:58,33.52,0,0,0
04/05/22 15:20:59,33.52,0,0,0
04/05/22 15:21:00,33.52,0,0,0
04/05/22 15:21:01,33.52,0,0,0
04/05/22 15:21:02,33.52,0,0,0
04/05/22 15:21:03,33.52,0,0,0
04/05/22 15:21:04,33.52,0,0,0
04/05/22 15:21:05,33.52,0,0,0
04/05/22 15:21:06,33.52,0,0,0
04/05/22 15:21:07,33.52,0,0,0
04/05/22 15:21:08,33.52,0,0,0
04/05/22 15:21:09,33.52,0,0,0
04/05/22 15:21:10,33.52,0,0,0
04/05/22 15:21:11,33.52,0,0,0
04/05/22 15:21:12,33.52,0,0,0
04/05/22 15:21:13,33.52,0,0,0
04/05/22 15:21:14,33.52,0,0,0
04/05/22 15:21:15,33.52,0,0,0
04/05/22 15:21:16,33.52,0,0,0
04/05/22 15:21:17,33.52,0,0,0
04/05/22 15:21:18,33.52,0,0,0
04/05/22 15:21:19,33.52,0,0,0
04/05/22 15:21:20,33.52,0,0,0
04/05/22 15:21:21,33.52,0,0,0
04/05/22 15:21:22,33.52,0,0,0
04/05/22 15:21:23,33.52,0,0,0
04/05/22 15:21:24,33.52,0,0,0
04/05/22 15:21:25,33.52,0,0,0
04/05/22 15:21:26,33.52,0,0,0
04/05/22 15:21:27,33.52,0,0,0
04/05/22 15:21:28,33.52,0,0,0
04/05/22 15:21:29,33.52,0,0,0
04/05/22 15:21:30,33.52,0,0,0
04/05/22 15:21:31,33.52,0,0,0
04/05/22 15:21:32,33.52,0,0,0
04/05/22 15:21:33,33.52,0,0,0
04/05/22 15:21:34,33.52,0,0,0
04/05/22 15:21:35,33.52,0,0,0
04/05/22 15:21:36,33.52,0,0,0
04/05/22 15:21:37,33.52,0,0,0
04/05/22 15:21:38,33.52,0,0,0
04/05/22 15:21:39,33.52,0,0,0
04/05/22 15:21:40,33.52,0,0,0
04/05/22 15:21:41,33.52,0,0,0
04/05/22 15:21:42,33.52,0,0,0
04/05/22 15:21:43,33.52,0,0,0
04/05/22 15:21:44,33.52,0,0,0
04/05/22 15:21:45,33.52,0,0,0
04/05/22 15:21:46,33.52,0,0,0
04/05/22 15:21:47,33.52,0,0,0
04/05/22 15:21:48,33.52,0,0,0
04/05/22 15:21:49,33.52,0,0,0
04/05/22 15:21:50,33.52,0,0,0
04/05/22 15:21:51,33.52,0,0,0
04/05/22 15:21:52,33.52,0,0,0
04/05/22 15:21:53,33.52,0,0,0
04/05/22 15:21:54,33.52,0,0,0
04/05/22 15:21:55,33.52,0,0,0
04/05/22 15:21:56,33.52,0,0,0
04/05/22 15:21:57,33.52,0,0,0
04/05/22 15:21:58,33.52,0,0,0
04/05/22 15:21:59,33.52,0,0,0
04/05/22 15:22:00,33.52,0,0,0
04/05/22 15:22:01,33.52,0,0,0
04/05/22 15:22:02,33.52,0,0,0
04/05/22 15:22:03,33.52,0,0,0
04/05/22 15:22:04,33.52,0,0,0
04/05/22 15:22:05,33.52,0,0,0
04/05/22 15:22:06,33.52,0,0,0
04/05/22 15:22:07,33.52,0,0,0
04/05/22 15:22:08,33.52,0,0,0
04/05/22 15:22:09,33.52,0,0,0
04/05/22 15:22:10,33.52,0,0,0
04/05/22 15:22:11,33.52,0,0,0
04/05/22 15:22:12,33.52,0,0,0
04/05/22 15:22:13,33.52,0,0,0
04/05/22 15:22:14,33.52,0,0,0
04/05/22 15:22:15,33.52,0,0,0
04/05/22 15:22:16,33.52,0,0,0
04/05/22 15:22:17,33.52,0,0,0
04/05/22 15:22:18,33.52,0,0,0
04/05/22 15:22:19,33.52,0,0,0
04/05/22 15:22:20,33.52,0,0,0
04/05/22 15:22:21,33.52,0,0,0
04/05/22 15:22:22,33.52,0,0,0
04/05/22 15:22:23,33.52,0,0,0
04/05/22 15:22:24,33.52,0,0,0
04/05/22 15:22:25,33.52,0,0,0
04/05/22 15:22:26,33.52,0,0,0
04/05/22 15:22:27,33.52,0,0,0
04/05/22 15:22:28,33.52,0,0,0
04/05/22 15:22:29,33.52,0,0,0
04/05/22 15:22:30,33.52,0,0,0
04/05/22 15:22:31,33.52,0,0,0
04/05/22 15:22:32,33.52,0,0,0
04/05/22 15:22:33,33.52,0,0,0
04/05/22 15:22:34,33.52,0,0,0
04/05/22 15:22:35,33.52,0,0,0
04/05/22 15:22:36,33.52,0,0,0
04/05/22 15:22:37,33.52,0,0,0
04/05/22 15:22:38,33.52,0,0,0
04/05/22 15:22:39,33.52,0,0,0
